,Ratings,Full_review
10792,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10793,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10794,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10795,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10796,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10797,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10798,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10799,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10800,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10801,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10802,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10803,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10804,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10805,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10806,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10807,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10808,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10809,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10810,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10811,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10812,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10813,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10814,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10815,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10816,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10817,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10818,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10819,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10820,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10821,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10822,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10823,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10824,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10825,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10826,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10827,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10828,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10829,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10830,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10831,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10832,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10833,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10834,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10835,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10836,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10837,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10838,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10839,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10840,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10841,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10842,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10843,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10844,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10845,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10846,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10847,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10848,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10849,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10850,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10851,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10852,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10853,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10854,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10855,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10856,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10857,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10858,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10859,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10860,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10861,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10862,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10863,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10864,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10865,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10866,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10867,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10868,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10869,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10870,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10871,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10872,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10873,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10874,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10875,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10876,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10877,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10878,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10879,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10880,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10881,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10882,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10883,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10884,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10885,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10886,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10887,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10888,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10889,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10890,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
